-------------------------------
angle,output,Kp,Ki,Kd
-0.14,1.39,10.23,0.0,0.0
-0.12,1.25,10.23,0.0,0.0
-0.13,1.3,10.23,0.0,0.0
-0.13,1.29,10.23,0.0,0.0
-0.11,1.16,10.23,0.0,0.0
-0.09,0.93,10.23,0.0,0.0
-0.08,0.83,10.22,0.0,0.0
-0.07,0.75,10.23,0.0,0.0
-0.06,0.62,10.23,0.0,0.0
-0.05,0.49,10.22,0.0,0.0
-0.03,0.27,10.23,0.0,0.0
-0.03,0.3,10.23,0.0,0.0
-0.03,0.27,10.23,0.0,0.0
-0.03,0.3,10.23,0.0,0.0
-0.02,0.21,10.23,0.0,0.0
-0.01,0.13,10.23,0.0,0.0
-0.02,0.18,10.23,0.0,0.0
-0.03,0.28,10.23,0.0,0.0
-0.03,0.31,10.23,0.0,0.0
-0.02,0.16,10.23,0.0,0.0
-0.0,0.03,10.23,0.0,0.0
-0.01,0.08,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.0,-0.0,10.23,0.0,0.0
0.0,-0.0,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
0.03,-0.3,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.03,-0.3,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.02,-0.18,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.04,-0.39,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
0.01,-0.05,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.01,-0.1,10.23,0.0,0.0
0.0,-0.03,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
-0.01,0.15,10.23,0.0,0.0
-0.02,0.2,10.23,0.0,0.0
-0.02,0.18,10.23,0.0,0.0
-0.01,0.1,10.23,0.0,0.0
-0.01,0.15,10.23,0.0,0.0
-0.01,0.07,10.23,0.0,0.0
-0.01,0.07,10.23,0.0,0.0
-0.02,0.18,10.23,0.0,0.0
-0.02,0.22,10.23,0.0,0.0
-0.03,0.26,10.23,0.0,0.0
-0.02,0.23,10.23,0.0,0.0
-0.01,0.15,10.23,0.0,0.0
-0.0,0.02,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
0.0,-0.05,10.23,0.0,0.0
0.01,-0.1,10.23,0.0,0.0
0.0,-0.03,10.23,0.0,0.0
-0.0,0.03,10.23,0.0,0.0
0.0,-0.03,10.23,0.0,0.0
-0.01,0.09,10.23,0.0,0.0
-0.0,0.02,10.23,0.0,0.0
-0.01,0.08,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
0.0,-0.05,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.03,-0.35,10.23,0.0,0.0
0.04,-0.37,10.23,0.0,0.0
0.03,-0.34,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.05,-0.5,10.23,0.0,0.0
0.05,-0.51,10.22,0.0,0.0
0.04,-0.4,10.23,0.0,0.0
0.04,-0.36,10.23,0.0,0.0
0.05,-0.5,10.23,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.05,-0.53,10.23,0.0,0.0
0.06,-0.59,10.23,0.0,0.0
0.05,-0.53,10.23,0.0,0.0
0.06,-0.6,10.23,0.0,0.0
0.06,-0.66,10.23,0.0,0.0
0.07,-0.71,10.23,0.0,0.0
0.06,-0.58,10.23,0.0,0.0
0.05,-0.46,10.23,0.0,0.0
0.06,-0.6,10.22,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.04,-0.44,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.02,-0.25,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.03,-0.26,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
-0.01,0.13,10.23,0.0,0.0
-0.02,0.17,10.23,0.0,0.0
-0.03,0.28,10.23,0.0,0.0
-0.01,0.13,10.23,0.0,0.0
-0.01,0.06,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.02,-0.16,10.22,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.02,-0.18,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
0.01,-0.09,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.0,-0.02,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.01,-0.12,10.22,0.0,0.0
0.0,-0.05,10.23,0.0,0.0
0.01,-0.1,10.23,0.0,0.0
0.01,-0.09,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.04,-0.43,10.23,0.0,0.0
0.05,-0.51,10.23,0.0,0.0
0.04,-0.46,10.23,0.0,0.0
0.06,-0.59,10.23,0.0,0.0
0.05,-0.53,10.23,0.0,0.0
0.05,-0.54,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.03,-0.28,10.23,0.0,0.0
0.04,-0.37,10.23,0.0,0.0
0.03,-0.33,10.23,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.03,-0.34,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.04,-0.44,10.23,0.0,0.0
0.03,-0.34,10.23,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.02,-0.18,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.02,-0.18,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
-0.01,0.05,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
0.01,-0.05,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.01,-0.09,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
-0.01,0.13,10.22,0.0,0.0
-0.01,0.12,10.23,0.0,0.0
-0.01,0.11,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.02,-0.18,10.23,0.0,0.0
0.03,-0.28,10.23,0.0,0.0
0.02,-0.26,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.03,-0.27,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.03,-0.35,10.23,0.0,0.0
0.04,-0.43,10.23,0.0,0.0
0.04,-0.39,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.04,-0.38,10.23,0.0,0.0
0.03,-0.34,10.23,0.0,0.0
0.05,-0.49,10.23,0.0,0.0
0.04,-0.44,10.23,0.0,0.0
0.04,-0.46,10.23,0.0,0.0
0.05,-0.53,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.05,-0.5,10.23,0.0,0.0
0.05,-0.51,10.23,0.0,0.0
0.04,-0.45,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.03,-0.27,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.02,-0.25,10.23,0.0,0.0
0.03,-0.34,10.23,0.0,0.0
0.02,-0.25,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.02,-0.19,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
-0.0,0.05,10.23,0.0,0.0
-0.01,0.11,10.23,0.0,0.0
-0.02,0.21,10.23,0.0,0.0
-0.03,0.31,10.23,0.0,0.0
-0.02,0.16,10.23,0.0,0.0
-0.02,0.21,10.23,0.0,0.0
-0.01,0.07,10.23,0.0,0.0
0.0,-0.0,10.23,0.0,0.0
-0.01,0.06,10.23,0.0,0.0
-0.01,0.05,10.23,0.0,0.0
-0.02,0.17,10.23,0.0,0.0
-0.02,0.21,10.23,0.0,0.0
-0.02,0.19,10.23,0.0,0.0
-0.02,0.23,10.23,0.0,0.0
-0.03,0.27,10.23,0.0,0.0
-0.03,0.3,10.23,0.0,0.0
-0.01,0.15,10.23,0.0,0.0
-0.01,0.14,10.23,0.0,0.0
-0.01,0.12,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
-0.01,0.06,10.23,0.0,0.0
-0.01,0.12,10.23,0.0,0.0
-0.02,0.16,10.23,0.0,0.0
-0.03,0.27,10.23,0.0,0.0
-0.02,0.18,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
0.01,-0.15,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
-0.0,0.0,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
0.01,-0.1,10.23,0.0,0.0
-0.0,0.03,10.23,0.0,0.0
-0.01,0.09,10.23,0.0,0.0
-0.0,0.02,10.23,0.0,0.0
-0.01,0.08,10.23,0.0,0.0
-0.01,0.13,10.23,0.0,0.0
-0.01,0.06,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.03,-0.27,10.23,0.0,0.0
0.02,-0.18,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.02,-0.24,10.22,0.0,0.0
0.01,-0.1,10.23,0.0,0.0
0.0,-0.03,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.04,-0.39,10.23,0.0,0.0
0.05,-0.47,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.04,-0.44,10.23,0.0,0.0
0.04,-0.4,10.23,0.0,0.0
0.03,-0.36,10.23,0.0,0.0
0.04,-0.44,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.0,-0.05,10.23,0.0,0.0
0.0,-0.05,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
0.01,-0.09,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.02,-0.19,10.22,0.0,0.0
0.02,-0.18,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.01,-0.08,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.0,-0.0,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.02,-0.17,10.23,0.0,0.0
0.03,-0.27,10.23,0.0,0.0
0.02,-0.18,10.22,0.0,0.0
0.01,-0.11,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
-0.01,0.15,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
-0.01,0.07,10.23,0.0,0.0
-0.01,0.12,10.23,0.0,0.0
-0.02,0.23,10.23,0.0,0.0
-0.0,0.03,10.23,0.0,0.0
-0.01,0.09,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
0.0,-0.03,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
-0.01,0.07,10.23,0.0,0.0
0.01,-0.05,10.23,0.0,0.0
0.02,-0.17,10.22,0.0,0.0
0.01,-0.15,10.23,0.0,0.0
0.01,-0.14,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
0.01,-0.06,10.23,0.0,0.0
-0.0,0.01,10.23,0.0,0.0
-0.02,0.19,10.23,0.0,0.0
-0.03,0.35,10.23,0.0,0.0
-0.04,0.43,10.23,0.0,0.0
-0.05,0.51,10.23,0.0,0.0
-0.04,0.46,10.23,0.0,0.0
-0.04,0.41,10.23,0.0,0.0
0.06,-0.65,10.23,0.0,0.0
0.06,-0.59,10.23,0.0,0.0
0.05,-0.53,10.23,0.0,0.0
0.06,-0.59,10.23,0.0,0.0
0.06,-0.65,10.23,0.0,0.0
0.05,-0.53,10.23,0.0,0.0
0.13,-1.38,10.23,0.0,0.0
0.12,-1.18,10.23,0.0,0.0
0.1,-1.0,10.23,0.0,0.0
0.09,-0.9,10.22,0.0,0.0
0.08,-0.81,10.23,0.0,0.0
0.08,-0.85,10.23,0.0,0.0
0.08,-0.83,10.23,0.0,0.0
0.08,-0.8,10.23,0.0,0.0
0.06,-0.66,10.23,0.0,0.0
0.06,-0.66,10.23,0.0,0.0
0.05,-0.53,10.23,0.0,0.0
-0.06,0.6,10.23,0.0,0.0
-0.05,0.54,10.23,0.0,0.0
-0.04,0.43,10.23,0.0,0.0
-0.04,0.39,10.23,0.0,0.0
-0.02,0.23,10.23,0.0,0.0
-0.0,0.02,10.22,0.0,0.0
-0.0,0.02,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
0.0,-0.04,10.23,0.0,0.0
0.0,-0.03,10.23,0.0,0.0
-0.0,0.03,10.23,0.0,0.0
-0.01,0.15,10.23,0.0,0.0
-0.01,0.13,10.23,0.0,0.0
-0.21,2.16,10.23,0.0,0.0
-0.17,1.77,10.23,0.0,0.0
-0.16,1.65,10.23,0.0,0.0
-0.15,1.48,10.22,0.0,0.0
-0.14,1.45,10.21,0.0,0.0
-0.32,3.3,10.23,0.0,0.0
-0.07,0.74,10.23,0.0,0.0
-0.07,0.67,10.23,0.0,0.0
-0.16,1.68,10.23,0.0,0.0
-0.15,1.52,10.23,0.0,0.0
-0.15,1.48,10.22,0.0,0.0
-0.12,1.28,10.23,0.0,0.0
-0.12,1.21,10.23,0.0,0.0
-0.1,1.03,10.23,0.0,0.0
-0.09,0.92,10.23,0.0,0.0
-0.09,0.89,10.23,0.0,0.0
-0.08,0.86,10.23,0.0,0.0
-0.14,1.44,10.23,0.0,0.0
-0.41,4.19,10.23,0.0,0.0
-0.36,3.71,10.23,0.0,0.0
0.37,-3.82,10.23,0.0,0.0
0.32,-3.32,10.23,0.0,0.0
0.28,-2.87,10.23,0.0,0.0
0.24,-2.46,10.22,0.0,0.0
0.23,-2.4,10.23,0.0,0.0
0.21,-2.16,10.23,0.0,0.0
0.21,-2.18,10.23,0.0,0.0
0.2,-2.02,10.23,0.0,0.0
0.17,-1.76,10.23,0.0,0.0
0.15,-1.52,10.23,0.0,0.0
0.13,-1.37,10.23,0.0,0.0
0.11,-1.18,10.23,0.0,0.0
0.11,-1.12,10.23,0.0,0.0
0.18,-1.85,10.23,0.0,0.0
0.18,-1.84,10.23,0.0,0.0
0.16,-1.66,10.23,0.0,0.0
0.14,-1.43,10.23,0.0,0.0
0.14,-1.41,10.23,0.0,0.0
-0.08,0.84,10.23,0.0,0.0
-0.07,0.75,10.23,0.0,0.0
-0.08,0.8,10.23,0.0,0.0
-0.05,0.54,10.23,0.0,0.0
-0.04,0.42,10.23,0.0,0.0
-0.04,0.38,10.23,0.0,0.0
-0.03,0.28,10.23,0.0,0.0
-0.04,0.38,10.23,0.0,0.0
-0.03,0.28,10.23,0.0,0.0
-0.04,0.37,10.23,0.0,0.0
-0.13,1.36,10.23,0.0,0.0
-0.13,1.28,10.23,0.0,0.0
-0.11,1.09,10.23,0.0,0.0
-0.09,0.92,10.23,0.0,0.0
-0.09,0.89,10.22,0.0,0.0
-0.1,0.98,10.23,0.0,0.0
-0.06,0.64,10.23,0.0,0.0
-0.06,0.64,10.23,0.0,0.0
-0.05,0.51,10.23,0.0,0.0
-0.05,0.52,10.23,0.0,0.0
-0.06,0.59,10.23,0.0,0.0
-0.05,0.47,10.23,0.0,0.0
-0.05,0.48,10.23,0.0,0.0
-0.04,0.44,10.23,0.0,0.0
-0.04,0.39,10.23,0.0,0.0
-0.05,0.47,10.23,0.0,0.0
-0.03,0.31,10.22,0.0,0.0
-0.03,0.34,10.23,0.0,0.0
-0.01,0.12,10.23,0.0,0.0
-0.03,0.29,10.23,0.0,0.0
-0.02,0.2,10.23,0.0,0.0
-0.0,0.0,10.23,0.0,0.0
-0.01,0.12,10.23,0.0,0.0
-0.0,0.05,10.23,0.0,0.0
-0.0,0.04,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.02,-0.18,10.22,0.0,0.0
0.03,-0.28,10.22,0.0,0.0
0.04,-0.37,10.23,0.0,0.0
0.03,-0.34,10.23,0.0,0.0
0.05,-0.54,10.23,0.0,0.0
0.05,-0.55,10.23,0.0,0.0
0.04,-0.43,10.23,0.0,0.0
0.04,-0.45,10.22,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.04,-0.36,10.23,0.0,0.0
0.04,-0.15,3.83,0.0,0.0
0.03,-0.13,3.83,0.0,0.0
0.04,-0.16,3.83,0.0,0.0
0.03,-0.11,4.2,0.0,0.0
0.02,-0.11,4.52,0.0,0.0
0.03,-0.15,4.6,0.0,0.0
0.05,-0.22,4.62,0.0,0.0
0.04,-0.2,4.63,0.0,0.0
0.04,-0.21,4.64,0.0,0.0
0.05,-0.21,4.7,0.0,0.0
0.05,-0.23,4.9,0.0,0.0
0.04,-0.21,5.03,0.0,0.0
0.04,-0.19,5.05,0.0,0.0
0.03,-0.15,5.12,0.0,0.0
0.02,-0.1,5.17,0.0,0.0
0.01,-0.06,5.18,0.0,0.0
0.02,-0.09,5.27,0.0,0.0
0.01,-0.05,5.31,0.0,0.0
0.01,-0.04,5.36,0.0,0.0
-0.0,0.02,5.4,0.0,0.0
-0.01,0.05,5.41,0.0,0.0
-0.01,0.05,5.41,0.0,0.0
-0.0,0.01,5.41,0.0,0.0
0.0,-0.02,5.41,0.0,0.0
-0.0,0.01,5.41,0.0,0.0
-0.01,0.07,5.41,0.0,0.0
-0.01,0.07,5.42,0.0,0.0
0.0,-0.0,5.43,0.0,0.0
0.0,-0.0,5.43,0.0,0.0
0.0,-0.0,5.43,0.0,0.0
0.03,-0.16,5.43,0.0,0.0
0.03,-0.14,5.43,0.0,0.0
0.04,-0.19,5.43,0.0,0.0
0.04,-0.21,5.43,0.0,0.0
0.03,-0.15,5.43,0.0,0.0
0.02,-0.11,5.43,0.0,0.0
0.02,-0.13,5.43,0.0,0.0
0.02,-0.08,5.43,0.0,0.0
0.01,-0.04,5.43,0.0,0.0
0.02,-0.1,5.43,0.0,0.0
0.02,-0.12,5.43,0.0,0.0
0.02,-0.12,5.7,0.0,0.0
0.01,-0.07,5.81,0.0,0.0
0.01,-0.07,5.82,0.0,0.0
0.01,-0.06,5.95,0.0,0.0
0.02,-0.09,6.12,0.0,0.0
0.0,-0.01,6.21,0.0,0.0
-0.0,0.03,6.28,0.0,0.0
0.01,-0.05,6.32,0.0,0.0
0.0,-0.01,6.32,0.0,0.0
0.01,-0.04,6.33,0.0,0.0
0.01,-0.04,6.33,0.0,0.0
0.02,-0.15,6.33,0.0,0.0
0.01,-0.1,6.37,0.0,0.0
0.01,-0.09,6.45,0.0,0.0
0.0,-0.0,6.74,0.0,0.0
-0.01,0.04,6.8,0.0,0.0
-0.02,0.15,6.83,0.0,0.0
-0.01,0.1,7.01,0.0,0.0
-0.01,0.09,7.05,0.0,0.0
-0.02,0.16,7.04,0.0,0.0
-0.04,0.27,7.05,0.0,0.0
-0.05,0.33,7.04,0.0,0.0
-0.04,0.25,7.02,0.0,0.0
-0.03,0.21,6.63,0.0,0.0
-0.01,0.07,5.82,0.0,0.0
-0.02,0.12,5.36,0.0,0.0
-0.03,0.16,5.11,0.0,0.0
-0.03,0.16,4.69,0.0,0.0
-0.05,0.22,4.5,0.0,0.0
-0.03,0.13,4.12,0.0,0.0
-0.02,0.06,3.78,0.0,0.0
-0.01,0.03,3.68,0.0,0.0
-0.02,0.07,3.67,0.0,0.0
-0.02,0.07,3.66,0.0,0.0
-0.02,0.06,3.63,0.0,0.0
0.0,-0.01,3.6,0.0,0.0
-0.0,0.01,3.43,0.0,0.0
-0.01,0.03,3.21,0.0,0.0
0.0,-0.01,3.05,0.0,0.0
-0.01,0.03,3.02,0.0,0.0
-0.01,0.04,3.02,0.0,0.0
-0.02,0.07,3.02,0.0,0.0
-0.02,0.05,3.02,0.0,0.0
-0.0,0.02,10.23,0.0,0.0
0.01,-0.1,10.23,0.0,0.0
0.03,-0.27,10.23,0.0,0.0
0.12,-1.26,10.23,0.0,0.0
0.22,-2.28,10.23,0.0,0.0
0.2,-2.05,10.23,0.0,0.0
0.17,-1.79,10.23,0.0,0.0
0.18,-1.85,10.23,0.0,0.0
0.16,-1.6,10.23,0.0,0.0
0.14,-1.44,10.23,0.0,0.0
0.13,-1.3,10.23,0.0,0.0
0.11,-1.17,10.23,0.0,0.0
0.1,-0.27,2.78,0.0,0.0
0.09,-0.23,2.62,0.0,0.0
0.08,-0.22,2.56,0.0,0.0
0.08,-0.18,2.4,0.0,0.0
0.06,-0.15,2.37,0.0,0.0
0.05,-0.52,10.23,0.0,0.0
0.06,-0.64,10.23,0.0,0.0
0.05,-0.52,10.23,0.0,0.0
0.06,-0.59,10.23,0.0,0.0
0.08,-0.77,10.23,0.0,0.0
0.07,-0.75,10.23,0.0,0.0
0.05,-0.56,10.23,0.0,0.0
0.06,-0.62,10.23,0.0,0.0
0.05,-0.56,10.23,0.0,0.0
0.05,-0.56,10.23,0.0,0.0
0.06,-0.57,10.23,0.0,0.0
0.06,-0.57,10.23,0.0,0.0
0.05,-0.51,10.23,0.0,0.0
0.06,-0.58,10.23,0.0,0.0
0.06,-0.58,10.23,0.0,0.0
0.06,-0.58,10.23,0.0,0.0
0.06,-0.65,10.23,0.0,0.0
0.06,-0.58,10.23,0.0,0.0
0.06,-0.58,10.23,0.0,0.0
0.07,-0.76,10.23,0.0,0.0
0.07,-0.69,10.23,0.0,0.0
0.07,-0.68,10.23,0.0,0.0
0.07,-0.67,10.23,0.0,0.0
0.05,-0.54,10.23,0.0,0.0
0.05,-0.49,10.23,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.03,-0.32,10.22,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.05,-0.49,10.23,0.0,0.0
0.05,-0.56,10.23,0.0,0.0
0.06,-0.62,10.23,0.0,0.0
0.05,-0.56,10.23,0.0,0.0
0.04,-0.38,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.03,-0.26,10.23,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.04,-0.4,10.23,0.0,0.0
0.04,-0.42,10.23,0.0,0.0
0.04,-0.43,10.23,0.0,0.0
0.03,-0.27,10.23,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.03,-0.28,10.23,0.0,0.0
0.01,-0.13,10.23,0.0,0.0
0.02,-0.18,10.23,0.0,0.0
0.02,-0.22,10.23,0.0,0.0
0.02,-0.2,10.23,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.0,-0.04,10.22,0.0,0.0
-0.0,0.03,10.23,0.0,0.0
-0.01,0.09,10.23,0.0,0.0
-0.01,0.14,10.23,0.0,0.0
-0.02,0.18,10.23,0.0,0.0
-0.02,0.16,10.23,0.0,0.0
-0.01,0.09,10.23,0.0,0.0
-0.0,0.02,10.23,0.0,0.0
0.02,-0.16,10.23,0.0,0.0
0.01,-0.15,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.0,-0.01,10.23,0.0,0.0
0.01,-0.07,10.23,0.0,0.0
0.01,-0.12,10.23,0.0,0.0
0.02,-0.23,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.04,-0.39,10.22,0.0,0.0
0.03,-0.29,10.23,0.0,0.0
0.03,-0.32,10.23,0.0,0.0
0.04,-0.41,10.23,0.0,0.0
0.04,-0.43,10.23,0.0,0.0
0.04,-0.39,10.23,0.0,0.0
0.05,-0.47,10.23,0.0,0.0
0.05,-0.48,10.23,0.0,0.0
0.04,-0.43,10.21,0.0,0.0
0.04,-0.39,10.23,0.0,0.0
0.05,-0.47,10.23,0.0,0.0
0.05,-0.48,10.23,0.0,0.0
0.02,-0.2,10.22,0.0,0.0
0.02,-0.24,10.23,0.0,0.0
0.02,-0.21,10.23,0.0,0.0
0.03,-0.31,10.23,0.0,0.0
0.03,-0.34,10.22,0.0,0.0
-0.06,0.66,10.23,0.0,0.0
-0.02,0.11,4.74,0.0,0.0
0.0,-0.01,4.74,0.0,0.0
0.03,-0.15,4.74,0.0,0.0
0.04,-0.19,4.74,0.0,0.0
0.09,-0.45,4.74,0.0,0.0
0.08,-0.38,4.74,0.0,0.0
0.11,-0.5,4.74,0.0,0.0
0.1,-0.45,4.74,0.0,0.0
0.1,-0.46,4.74,0.0,0.0
0.12,-0.58,4.74,0.0,0.0
0.14,-0.66,4.74,0.0,0.0
0.16,-0.74,4.74,0.0,0.0
0.11,-0.52,4.74,0.0,0.0
0.04,-0.17,4.74,0.0,0.0
